Kood;Lühinimetus;Nimetus;Pikk_nimetus;Vanem_kood;Hierarhia_aste;Kehtivuse_alguse_kpv;Kehtivuse_lõpu_kpv;Viimane_muudatus_kpv;Staatus;Selgitus
TJF30;;Soole invaginatsiooni likvideerimine kasutades baarium-klistiiri;Reduction of intestinal intussusception using barium enema;;0;01.01.2003;;;1;
TJG00;;Toppunud roojamasside digitaalne eemaldamine;Digital extraction of impacted faeces;;0;01.01.2003;;;1;
TJG10;;Võõrkeha eemaldamine rektumist;Removal of foreign body from rectum;;0;01.01.2010;;;1;
TJJ00;;Maksa perkutaanne nõelbiopsia;Percutaneous needle biopsy of liver;;0;01.01.2003;;;1;
TJJ10;;Maksa lesiooni perkutaanne likvideerimine;Percutaneous destruction of lesion of liver;;0;01.01.2003;;;1;
TJK00;;Operatsiooniaegne kolangiograafia;Intraoperative cholangiography;;0;01.01.2003;;;1;
TJK01;;Laparoskoopiline kolangiograafia;Laparoscopic cholangiography;;0;01.01.2003;;;1;
TJL00;;Pankrease perkutaanne nõelbiopsia;Percutaneous needle biopsy of pancreas;;0;01.01.2003;;;1;
TJL10;;Pankrease abstsessi või pseudotsüsti perkutaanne dreenimine;Percutaneous drainage of pseudocyst or abscess of pancreas;;0;01.01.2003;;;1;
TJM00;;Põrna nõelbiopsia;Needle biopsy of spleen;;0;01.01.2003;;;1;
TJW99;;Muu väike protseduur gastroenteroloogilises kirurgias;Other minor procedure in gastroenterological surgery;;0;01.01.2003;;;1;
TK800;;Hemodialüüs;Hemodialysis;;0;01.01.2018;;;1;
TK810;;Hemofiltratsioon;Hemofiltration;;0;01.01.2018;;;1;
TK820;;Peritoneaaldialüüs;Peritoneal dialysis;;0;01.01.2018;;;1;
TK824;;Peritoneaaldialüüsi kateteetri vahetus;Peritoneal dialysis extension tube exchange;;0;01.01.2022;;;1;
TKA00;;Neeru või neeruvaagna nõelbiopsia;Needle biopsy of kidney or pelvis of kidney;;0;01.01.2003;;;1;
TKA02;;Nõelbiopsia siirdatud neerust;Needle biopsy of transplanted kidney;;0;01.01.2018;;;1;
TKA05;;Neeru aspiratsiooni tsütoloogia;Aspiration cytology of kidney;;0;01.01.2003;;;1;
TKA10;;Neeru või neeruvaagna perkutaanne punktsioon;Percutaneous puncture of kidney or pelvis of kidney;;0;01.01.2003;;;1;
TKA20;;Neerutransplantatsiooni jägne lümfotseele punktsioon;Puncture of lymphocele after kidney transplantation;;0;01.01.2022;;;1;
TKA40;;Nefrostoomi sulgemine;Nephrostomy closure;;0;01.01.2022;;;1;
TKB40;;Ureeterostoomi sulgemine;Closure of ureterostomy;;0;01.01.2018;;;1;
TKC00;;Põie nõelbiopsia;Needle biopsy of bladder;;0;01.01.2003;;;1;
TKC10;;Põie perkutaanne punktsioon;Percutaneous puncture of bladder;;0;01.01.2003;;;1;
TKC20;;Põie kateteriseerimine;Catheterisation of bladder;;0;01.01.2003;;;1;
TKC40;;Suprapubikaalse põiekateetri kontrollimine, vahetamine või eemaldamine;Suprapubic bladder catheter check-up, exchange or removal;;0;01.01.2018;;;1;
TKC50;;Kusepõie treening;Training of urinary bladder;;0;01.01.2022;;;1;
TKC60;;Kusepõie elektriline stimulatsioon;Electric stimulation of urinary bladder;;0;01.01.2018;;;1;
TKD00;;Ureetra dilatatsioon;Dilatation of urethra;;0;01.01.2003;;;1;
TKE00;;Prostata nõelbiopsia;Needle biopsy of prostate;;0;01.01.2003;;;1;
TKE05;;Prostata aspiratsiooni tsütoloogia;Aspiration cytology of prostate;;0;01.01.2003;;;1;
TKE10;;Prostata punktsioon;Puncture of prostate;;0;01.01.2003;;;1;
TKF00;;Testise nõelbiopsia;Needle biopsy of testis;;0;01.01.2003;;;1;
TKF05;;Testise aspiratsiooni tsütoloogia;Aspiration cytology of testis;;0;01.01.2003;;;1;
TKF10;;Testise punktsioon;Puncture of testis;;0;01.01.2003;;;1;
TKF20;;Epididüümise nõelbiopsia;Needle biopsy of epididymis;;0;01.01.2003;;;1;
TKF25;;Epididüümise aspiratsiooni tsütoloogia;Aspiration cytology of epididymis;;0;01.01.2003;;;1;
TKF30;;Epididüümise punktsioon;Puncture of epididymis;;0;01.01.2003;;;1;
TKF60;;Skrootumi punktsioon;Puncture of scrotum;;0;01.01.2003;;;1;
TKK00;;Retroperitoneaalse tuumori nõelbiopsia;Needle biopsy of retroperitoneal lesion;;0;01.01.2022;;;1;
TKK05;;Retreperitoneaalse tuumori nõelbiopsia tsütoloogiliseks uuringuks;Needle biopsy for cytology of retroperitoneal lesion;;0;01.01.2022;;;1;
TKK10;;Retroperitoneaalruumi punktsioon;Puncture of retroperitoneum;;0;01.01.2022;;;1;
TKW99;;Muu väike kirurgiline protseduur uroloogias;Other minor surgical procedure in urology;;0;01.01.2003;;;1;
TLA00;;Munasarja nõelbiopsia;Needle biopsy of ovary;;0;01.01.2003;;;1;
TLB00;;Munajuha nõelbiopsia;Needle biopsy of Fallopian tube;;0;01.01.2003;;;1;
TLC00;;Emakasisese rasestumisvastase vahendi sissepanek;Insertion of intrauterine contraceptive device;;0;01.01.2003;;;1;
TLC02;;Emakasisese rasestumisvastase vahendi lihtne eemaldamine;Simple extraction of IUD;;0;01.01.2022;;;1;
TLE00;;Tupe dilatatsioon;Dilatation of vagina;;0;01.01.2003;;;1;
TLE10;;Võõrkeha eemaldamine tupest lapseeas;Removal of foreign body from vagina in childhood;;0;01.01.2003;;;1;
TLE20;;Cul-de-sac’i transvaginaalne punktsioon;Transvaginal puncture of cul-de-sac;;0;01.01.2003;;;1;
TLE30;;Tupe tamponaad;Tamponation of vagina;;0;01.01.2022;;;1;
TLF00;;Häbememokkade defibulatsioon;Defibulation of (vaginal) labia;;0;01.01.2022;;;1;
TLW00;;Inseminatsioon;Insemination;;0;01.01.2022;;;1;
TLW11;;Embrüo siirdamine müomeetriumi kaudu ;Transmyometral transfer of embryo;;0;01.01.2022;;;1;
TLW12;;Külmutatud embrüo siirdamine;Insertion of stored embryo;;0;01.01.2022;;;1;
TLW14;;Tsütoplasmasisene sperma injektsioon (ICSI);Intracytoplasmic Sperm Injection (ICSI);;0;01.01.2022;;;1;
TLW20;;Ovulatsiooni medikamentoosne esilekutsumine;Medical ovulation induction;;0;01.01.2022;;;1;
TLW99;;Muu väike kirurgiline protseduur günekoloogias;Other minor surgical procedure in gynaecology;;0;01.01.2003;;;1;
TMA00;;Episiotoomia;Episiotomy;;0;01.01.2003;;;1;
TMA20;;Normaalse sünnituse abistamine;Assistance of normal delivery;;0;01.01.2010;;;1;
TMW99;;Muu väike kirurgiline protseduur sünnitusabis;Other minor surgical procedure in obstetrics;;0;01.01.2003;;;1;
TNA00;;"Pehme koe punktsioon või nõelbiopsia; lülisammas ja kael";"Puncture or needle biopsy of soft tissue; spine and neck";;0;01.01.2003;;;1;
TNA05;;"Pehme koe lihtne intsisioon; lülisammas ja kael";"Simple incision of soft tissue; spine and neck";;0;01.01.2003;;;1;
TNA10;;"Artrotsentees; lülisammas ja kael";"Arthrocentesis; spine and neck";;0;01.01.2003;;;1;
TNA11;;"Diagnostilise või terapeutilise aine injektsioon liigesesse; lülisammas ja kael";"Injection of diagnostic or therapeutic substance into joint; spine and neck";;0;01.01.2003;;;1;
TNA20;;"Luuüdi aspiratsioon; lülisammas ja kael";"Aspiration of bone marrow; spine and neck";;0;01.01.2003;;;1;
TNA25;;"Luuüdi puurbiopsia; lülisammas ja kael";"Drill biopsy of bone marrow; spine and neck";;0;01.01.2003;;;1;
TNA30;;"Pehme side; lülisammas ja kael";"Soft bandage; spine and neck";;0;01.01.2003;;;1;
TNA31;;"Tööstuslikult toodetud ortoos; lülisammas ja kael";"Prefabricated orthosis; spine and neck";;0;01.01.2003;;;1;
TNA32;;"Eritellimusel valmistatud lahas; lülisammas ja kael";"Custom moulded splint; spine and neck";;0;01.01.2003;;;1;
TNA33;;"Eritellimusel valmistatud kips; lülisammas ja kael";"Custom moulded cast; spine and neck";;0;01.01.2003;;;1;
TNA34;;"Eritellimusel valmistatud suur kips; lülisammas ja kael";"Major custom moulded cast; spine and neck";;0;01.01.2003;;;1;
TNA39;;"Muu ortopeediline side; lülisammas ja kael";"Other orthopedic bandage; spine and neck";;0;01.01.2003;;;1;
TNA40;;"Väline traktsioon; lülisammas ja kael";"External traction; spine and neck";;0;01.01.2003;;;1;
TNA50;;"Skeletimarkeri implantatsioon; lülisammas ja kael";"Implantation of  skeletal marker; spine and neck";;0;01.01.2003;;;1;
TNB00;;"Pehme koe punktsioon või nõelbiopsia; õlg ja õlavars (kaasaarvatud rangluu ja abaluu)";"Puncture or needle biopsy of soft tissue; shoulder and upper arm (incl. clavicle and scapula)";;0;01.01.2003;;;1;
TNB05;;"Pehme koe lihtne intsisioon; õlg ja õlavars (kaasaarvatud rangluu ja abaluu)";"Simple incision of soft tissue; shoulder and upper arm (incl. clavicle and scapula)";;0;01.01.2003;;;1;
TNB10;;"Artrotsentees; õlg ja õlavars (kaasaarvatud rangluu ja abaluu)";"Arthrocentesis; shoulder and upper arm (incl. clavicle and scapula)";;0;01.01.2003;;;1;
TNB11;;"Diagnostilise või terapeutilise aine injektsioon liigesesse; õlg ja õlavars (kaasaarvatud rangluu ja abaluu)";"Injection of diagnostic or therapeutic substance into joint; shoulder and upper arm";;0;01.01.2003;;;1;
TNB20;;"Luuüdi aspiratsioon; õlg ja õlavars (kaasaarvatud rangluu ja abaluu)";"Aspiration of bone marrow; shoulder and upper arm (incl. clavicle and scapula)";;0;01.01.2003;;;1;
TNB25;;"Luuüdi puurbiopsia; õlg ja õlavars (kaasaarvatud rangluu ja abaluu)";"Drill biopsy of bone marrow; shoulder and upper arm (incl. clavicle and scapula)";;0;01.01.2003;;;1;
TNB30;;"Pehme side; õlg ja õlavars (kaasaarvatud rangluu ja abaluu)";"Soft bandage; shoulder and upper arm (incl. clavicle and scapula)";;0;01.01.2003;;;1;
TNB31;;"Tööstuslikult toodetud ortoos; õlg ja õlavars (kaasaarvatud rangluu ja abaluu)";"Prefabricated orthosis; shoulder and upper arm (incl. clavicle and scapula)";;0;01.01.2003;;;1;
TNB32;;"Eritellimusel valmistatud lahas; õlg ja õlavars (kaasaarvatud rangluu ja abaluu)";"Custom moulded splint; shoulder and upper arm (incl. clavicle and scapula)";;0;01.01.2003;;;1;
TNB33;;"Eritellimusel valmistatud kips; õlg ja õlavars (kaasaarvatud rangluu ja abaluu)";"Custom moulded cast; shoulder and upper arm (incl. clavicle and scapula)";;0;01.01.2003;;;1;
TNB34;;"Eritellimusel valmistatud suur kips; õlg ja õlavars (kaasaarvatud rangluu ja abaluu)";"Major custom moulded cast; shoulder and upper arm (incl. clavicle and scapula)";;0;01.01.2003;;;1;
TNB39;;"Muu ortopeediline side; õlg ja õlavars (kaasaarvatud rangluu ja abaluu)";"Other orthopedic bandage; shoulder and upper arm (incl. clavicle and scapula)";;0;01.01.2003;;;1;
TNB40;;"Väline traktsioon; õlg ja õlavars (kaasaarvatud rangluu ja abaluu)";"External traction; shoulder and upper arm (incl. clavicle and scapula)";;0;01.01.2003;;;1;
TNB50;;"Skeletimarkeri implantatsioon; õlg ja õlavars (kaasaarvatud rangluu ja abaluu)";"Implantation of  skeletal marker; shoulder and upper arm (incl. clavicle and scapula)";;0;01.01.2003;;;1;
TNC00;;"Pehme koe punktsioon või nõelbiopsia; küünarnukk ja küünarvars";"Puncture or needle biopsy of soft tissue; elbow and forearm";;0;01.01.2003;;;1;
TNC05;;"Pehme koe lihtne intsisioon; küünarnukk ja küünarvars";"Simple incision of soft tissue; elbow and forearm";;0;01.01.2003;;;1;
TNC10;;"Artrotsentees; küünarnukk ja küünarvars";"Arthrocentesis; elbow and forearm";;0;01.01.2003;;;1;
TNC11;;"Diagnostilise või terapeutilise aine injektsioon liigesesse; küünarnukk ja küünarvars";"Injection of diagnostic or therapeutic substance into joint; elbow and forearm";;0;01.01.2003;;;1;
TNC20;;"Luuüdi aspiratsioon; küünarnukk ja küünarvars";"Aspiration of bone marrow; elbow and forearm";;0;01.01.2003;;;1;
TNC25;;"Luuüdi puurbiopsia; küünarnukk ja küünarvars";"Drill biopsy of bone marrow; elbow and forearm";;0;01.01.2003;;;1;
TNC30;;"Pehme side; küünarnukk ja küünarvars";"Soft bandage; elbow and forearm";;0;01.01.2003;;;1;
TNC31;;"Tööstuslikult toodetud ortoos; küünarnukk ja küünarvars";"Prefabricated orthosis; elbow and forearm";;0;01.01.2003;;;1;
TNC32;;"Eritellimusel valmistatud lahas; küünarnukk ja küünarvars";"Custom moulded splint; elbow and forearm";;0;01.01.2003;;;1;
TNC33;;"Eritellimusel valmistatud kips; küünarnukk ja küünarvars";"Custom moulded cast; elbow and forearm";;0;01.01.2003;;;1;
TNC34;;"Eritellimusel valmistatud suur kips; küünarnukk ja küünarvars";"Major custom moulded cast; elbow and forearm";;0;01.01.2003;;;1;
TNC39;;"Muu ortopeediline side; küünarnukk ja küünarvars";"Other orthopedic bandage; elbow and forearm";;0;01.01.2003;;;1;
TNC40;;"Väline traktsioon; küünarnukk ja küünarvars";"External traction; elbow and forearm";;0;01.01.2003;;;1;
TNC50;;"Skeletimarkeri implantatsioon; küünarnukk ja küünarvars";"Implantation of  skeletal marker; elbow and forearm";;0;01.01.2003;;;1;
TND00;;"Pehme koe punktsioon või nõelbiopsia; ranne ja labakäsi";"Puncture or needle biopsy of soft tissue; wrist and hand";;0;01.01.2003;;;1;
TND05;;"Pehme koe lihtne intsisioon; ranne ja labakäsi";"Simple incision of soft tissue; wrist and hand";;0;01.01.2003;;;1;
TND10;;"Artrotsentees; ranne ja labakäsi";"Arthrocentesis; wrist and hand";;0;01.01.2003;;;1;
TND11;;"Diagnostilise või terapeutilise aine injektsioon liigesesse; ranne ja labakäsi";"Injection of diagnostic or therapeutic substance into joint; wrist and hand";;0;01.01.2003;;;1;
TND20;;"Luuüdi aspiratsioon; ranne ja labakäsi";"Aspiration of bone marrow; wrist and hand";;0;01.01.2003;;;1;
TND25;;"Luuüdi puurbiopsia; ranne ja labakäsi";"Drill biopsy of bone marrow; wrist and hand";;0;01.01.2003;;;1;
TND30;;"Pehme side; ranne ja labakäsi";"Soft bandage; wrist and hand";;0;01.01.2003;;;1;
TND31;;"Tööstuslikult toodetud ortoos; ranne ja labakäsi";"Prefabricated orthosis; wrist and hand";;0;01.01.2003;;;1;
TND32;;"Eritellimusel valmistatud lahas; ranne ja labakäsi";"Custom moulded splint; wrist and hand";;0;01.01.2003;;;1;
TND33;;"Eritellimusel valmistatud kips; ranne ja labakäsi";"Custom moulded cast; wrist and hand";;0;01.01.2003;;;1;
TND34;;"Eritellimusel valmistatud suur kips; ranne ja labakäsi";"Major custom moulded cast; wrist and hand";;0;01.01.2003;;;1;
TND39;;"Muu ortopeediline side; ranne ja labakäsi";"Other orthopedic bandage; wrist and hand";;0;01.01.2003;;;1;
TND40;;"Väline traktsioon; ranne ja labakäsi";"External traction; wrist and hand";;0;01.01.2003;;;1;
TND50;;"Skeletimarkeri implantatsioon; ranne ja labakäsi";"Implantation of  skeletal marker; wrist and hand";;0;01.01.2003;;;1;
TNE00;;"Pehme koe punktsioon või nõelbiopsia; vaagen (kaasaarvatud ristluu ja sabaluu)";"Punction or biopsy of soft tissue of pelvis (incl sacrum and coccyx); percutaneous";;0;01.01.2003;;04.12.2019;1;Muudeti ingliskeelset nimetust kuna dubleeris koodi NEA00 nimetust
TNE05;;"Pehme koe lihtne intsisioon; vaagen (kaasaarvatud ristluu ja sabaluu)";"Simple incision of soft tissue; pelvis (incl. sacrum and coccyx)";;0;01.01.2003;;;1;
TNE10;;"Artrotsentees; vaagen (kaasaarvatud ristluu ja sabaluu)";"Arthrocentesis; pelvis (incl. sacrum and coccyx)";;0;01.01.2003;;;1;
TNE11;;"Diagnostilise või terapeutilise aine injektsioon liigesesse; vaagen (kaasaarvatud ristluu ja sabaluu)";"Injection of diagnostic or therapeutic substance into joint; pelvis";;0;01.01.2003;;;1;
TNE20;;"Luuüdi aspiratsioon; vaagen (kaasaarvatud ristluu ja sabaluu)";"Aspiration of bone marrow; pelvis (incl. sacrum and coccyx)";;0;01.01.2003;;;1;
TNE25;;"Luuüdi puurbiopsia; vaagen (kaasaarvatud ristluu ja sabaluu)";"Drill biopsy of bone marrow; pelvis (incl. sacrum and coccyx)";;0;01.01.2003;;;1;
TNE30;;"Pehme side; vaagen (kaasaarvatud ristluu ja sabaluu)";"Soft bandage; pelvis (incl. sacrum and coccyx)";;0;01.01.2003;;;1;
TNE31;;"Tööstuslikult toodetud ortoos; vaagen (kaasaarvatud ristluu ja sabaluu)";"Prefabricated orthosis; pelvis (incl. sacrum and coccyx)";;0;01.01.2003;;;1;
TNE32;;"Eritellimusel valmistatud lahas; vaagen (kaasaarvatud ristluu ja sabaluu)";"Custom moulded splint; pelvis (incl. sacrum and coccyx)";;0;01.01.2003;;;1;
TNE33;;"Eritellimusel valmistatud kips; vaagen (kaasaarvatud ristluu ja sabaluu)";"Custom moulded cast; pelvis (incl. sacrum and coccyx)";;0;01.01.2003;;;1;
TNE34;;"Eritellimusel valmistatud suur kips; vaagen (kaasaarvatud ristluu ja sabaluu)";"Major custom moulded cast; pelvis (incl. sacrum and coccyx)";;0;01.01.2003;;;1;
TNE39;;"Muu ortopeediline side; vaagen (kaasaarvatud ristluu ja sabaluu)";"Other orthopedic bandage; pelvis (incl. sacrum and coccyx)";;0;01.01.2003;;;1;
TNE40;;"Väline traktsioon; vaagen (kaasaarvatud ristluu ja sabaluu)";"External traction; pelvis (incl. sacrum and coccyx)";;0;01.01.2003;;;1;
TNE50;;"Skeletimarkeri implantatsioon; vaagen (kaasaarvatud ristluu ja sabaluu)";"Implantation of  skeletal marker; pelvis (incl. sacrum and coccyx)";;0;01.01.2003;;;1;
TNF00;;"Pehme koe punktsioon või nõelbiopsia; puusaliiges ja reis";Punction or biopsy of soft tissue of joint of hip and thigh;;0;01.01.2003;;04.12.2019;1;Muudeti ingliskeelset nimetust kuna dubleeris koodi NFA20 nimetust
TNF05;;"Pehme koe lihtne intsisioon; puusaliiges ja reis";"Simple incision of soft tissue; hip joint and thigh";;0;01.01.2003;;;1;
TNF10;;"Artrotsentees; puusaliiges ja reis";"Arthrocentesis; hip joint and thigh";;0;01.01.2003;;;1;
TNF11;;"Diagnostilise või terapeutilise aine injektsioon liigesesse; puusaliiges ja reis";"Injection of diagnostic or therapeutic substance into joint; hip joint and thigh";;0;01.01.2003;;;1;
TNF20;;"Luuüdi aspiratsioon; puusaliiges ja reis";"Aspiration of bone marrow; hip joint and thigh";;0;01.01.2003;;;1;
TNF25;;"Luuüdi puurbiopsia; puusaliiges ja reis";"Drill biopsy of bone marrow; hip joint and thigh";;0;01.01.2003;;;1;
TNF30;;"Pehme side; puusaliiges ja reis";"Soft bandage; hip joint and thigh";;0;01.01.2003;;;1;
TNF31;;"Tööstuslikult toodetud ortoos; puusaliiges ja reis";"Prefabricated orthosis; hip joint and thigh";;0;01.01.2003;;;1;
TNF32;;"Eritellimusel valmistatud lahas; puusaliiges ja reis";"Custom moulded splint; hip joint and thigh";;0;01.01.2003;;;1;
TNF33;;"Eritellimusel valmistatud kips; puusaliiges ja reis";"Custom moulded cast; hip joint and thigh";;0;01.01.2003;;;1;
TNF34;;"Eritellimusel valmistatud suur kips; puusaliiges ja reis";"Major custom moulded cast; hip joint and thigh";;0;01.01.2003;;;1;
TNF39;;"Muu ortopeediline side; puusaliiges ja reis";"Other orthopedic bandage; hip joint and thigh";;0;01.01.2003;;;1;
TNF40;;"Väline traktsioon; puusaliiges ja reis";"External traction; hip joint and thigh";;0;01.01.2003;;;1;
TNF50;;"Skeletimarkeri implantatsioon; puusaliiges ja reis";"Implantation of  skeletal marker; hip joint and thigh";;0;01.01.2003;;;1;
TNG00;;"Pehme koe punktsioon või nõelbiopsia; põlveliiges ja säär";Biopsy or punction of soft tissue of joint of knee and lower leg;;0;01.01.2003;;04.12.2019;1;Muudeti ingliskeelset nimetust kuna dubleeris koodi NGA20 nimetust
TNG05;;"Pehme koe lihtne intsisioon; põlveliiges ja säär";"Simple incision of soft tissue; knee joint and lower leg";;0;01.01.2003;;;1;
TNG10;;"Artrotsentees; põlveliiges ja säär";"Arthrocentesis; knee joint and lower leg";;0;01.01.2003;;;1;
TNG11;;"Diagnostilise või terapeutilise aine injektsioon liigesesse; põlveliiges ja säär";"Injection of diagnostic or therapeutic substance into joint; knee joint and lower leg";;0;01.01.2003;;;1;
TNG20;;"Luuüdi aspiratsioon; põlveliiges ja säär";"Aspiration of bone marrow; knee joint and lower leg";;0;01.01.2003;;;1;
TNG25;;"Luuüdi puurbiopsia; põlveliiges ja säär";"Drill biopsy of bone marrow; knee joint and lower leg";;0;01.01.2003;;;1;
TNG30;;"Pehme side; põlveliiges ja säär";"Soft bandage; knee joint and lower leg";;0;01.01.2003;;;1;
TNG31;;"Tööstuslikult toodetud ortoos; põlveliiges ja säär";"Prefabricated orthosis; knee joint and lower leg";;0;01.01.2003;;;1;
TNG32;;"Eritellimusel valmistatud lahas; põlveliiges ja säär";"Custom moulded splint; knee joint and lower leg";;0;01.01.2003;;;1;
TNG33;;"Eritellimusel valmistatud kips; põlveliiges ja säär";"Custom moulded cast; knee joint and lower leg";;0;01.01.2003;;;1;
TNG34;;"Eritellimusel valmistatud suur kips; põlveliiges ja säär";"Major custom moulded cast; knee joint and lower leg";;0;01.01.2003;;;1;
TNG39;;"Muu ortopeediline side; põlveliiges ja säär";"Other orthopedic bandage; knee joint and lower leg";;0;01.01.2003;;;1;
TNG40;;"Väline traktsioon; põlveliiges ja säär";"External traction; knee joint and lower leg";;0;01.01.2003;;;1;
TNG50;;"Skeletimarkeri implantatsioon; põlveliiges ja säär";"Implantation of  skeletal marker; knee joint and lower leg";;0;01.01.2003;;;1;
TNH00;;"Pehme koe punktsioon või nõelbiopsia; hüppeliiges ja labajalg";Biopsy or punction of soft tissue or joint of ankle or foot;;0;01.01.2003;;04.12.2019;1;Muudeti ingliskeelset nimetust kuna dubleeris koodi NHA20 nimetust
TNH05;;"Pehme koe lihtne intsisioon; hüppeliiges ja labajalg";"Simple incision of soft tissue; ankle and foot";;0;01.01.2003;;;1;
TNH10;;"Artrotsentees; hüppeliiges ja labajalg";"Arthrocentesis; ankle and foot";;0;01.01.2003;;;1;
TNH11;;"Diagnostilise või terapeutilise aine injektsioon liigesesse; hüppeliiges ja labajalg";"Injection of diagnostic or therapeutic substance into joint; ankle and foot";;0;01.01.2003;;;1;
TNH20;;"Luuüdi aspiratsioon; hüppeliiges ja labajalg";"Aspiration of bone marrow; ankle and foot";;0;01.01.2003;;;1;
TNH25;;"Luuüdi puurbiopsia; hüppeliiges ja labajalg";"Drill biopsy of bone marrow; ankle and foot";;0;01.01.2003;;;1;
TNH30;;"Pehme side; hüppeliiges ja labajalg";"Soft bandage; ankle and foot";;0;01.01.2003;;;1;
TNH31;;"Tööstuslikult toodetud ortoos; hüppeliiges ja labajalg";"Prefabricated orthosis; ankle and foot";;0;01.01.2003;;;1;
TNH32;;"Eritellimusel valmistatud lahas; hüppeliiges ja labajalg";"Custom moulded splint; ankle and foot";;0;01.01.2003;;;1;
TNH33;;"Eritellimusel valmistatud kips; hüppeliiges ja labajalg";"Custom moulded cast; ankle and foot";;0;01.01.2003;;;1;
TNH34;;"Eritellimusel valmistatud suur kips; hüppeliiges ja labajalg";"Major custom moulded cast; ankle and foot";;0;01.01.2003;;;1;
TNH39;;"Muu ortopeediline side; hüppeliiges ja labajalg";"Other orthopedic bandage; ankle and foot";;0;01.01.2003;;;1;
TNH40;;"Väline traktsioon; hüppeliiges ja labajalg";"External traction; ankle and foot";;0;01.01.2003;;;1;
TNH50;;"Skeletimarkeri implantatsioon; hüppeliiges ja labajalg";"Implantation of  skeletal marker; ankle and foot";;0;01.01.2003;;;1;
TNX00;;"Pehme koe punktsioon või nõelbiopsia; määratlemata piirkond";"Puncture or needle biopsy of soft tissue; unspecified region";;0;01.01.2003;;;1;
TNX05;;"Pehme koe lihtne intsisioon; määratlemata piirkond";"Simple incision of soft tissue; unspecified region";;0;01.01.2003;;;1;
TNX10;;"Artrotsentees; määratlemata piirkond";"Arthrocentesis; unspecified region";;0;01.01.2003;;;1;
TNX11;;"Diagnostilise või terapeutilise aine injektsioon liigesesse; määratlemata piirkond";"Injection of diagnostic or therapeutic substance into joint; unspecified region";;0;01.01.2003;;;1;
TNX20;;"Luuüdi aspiratsioon; määratlemata piirkond";"Aspiration of bone marrow; unspecified region";;0;01.01.2003;;;1;
TNX25;;"Luuüdi puurbiopsia; määratlemata piirkond";"Drill biopsy of bone marrow; unspecified region";;0;01.01.2003;;;1;
TNX30;;"Pehme side; määratlemata piirkond";"Soft bandage; unspecified region";;0;01.01.2003;;;1;
TNX31;;"Tööstuslikult toodetud ortoos; määratlemata piirkond";"Prefabricated orthosis; unspecified region";;0;01.01.2003;;;1;
TNX32;;"Eritellimusel valmistatud lahas; määratlemata piirkond";"Custom moulded splint; unspecified region";;0;01.01.2003;;;1;
TNX33;;"Eritellimusel valmistatud kips; määratlemata piirkond";"Custom moulded cast; unspecified region";;0;01.01.2003;;;1;
TNX34;;"Eritellimusel valmistatud suur kips; määratlemata piirkond";"Major custom moulded cast; unspecified region";;0;01.01.2003;;;1;
TNX39;;"Muu ortopeediline side; määratlemata piirkond";"Other orthopedic bandage; unspecified region";;0;01.01.2003;;;1;
TNX40;;"Väline traktsioon; määratlemata piirkond";"External traction; unspecified region";;0;01.01.2003;;;1;
TNX50;;"Skeletimarkeri implantatsioon; määratlemata piirkond";"Implantation of  skeletal marker; unspecified region";;0;01.01.2003;;;1;
TPH00;;Flebotoomia;Phlebotomy;;0;01.01.2003;;;1;
TPH05;;Perifeerse veeni lahtine kanüleerimine;Open cannulation of peripheral vein;;0;01.01.2003;;;1;
TPH07;;Intra-arteriaalse kanüüli paigaldamine;Insertion of arterial catheter;;0;01.01.2018;;;1;
TPH10;;Veenilaiendite skleroteraapia;Sclerotherapy of varicose veins;;0;01.01.2003;;;1;
TPH15;;Tsentraalse veenikateetri paigaldamine välise või sisemise jugulaarveeni kaudu;Insertion of central venous catheter through external or internal jugular vein;;0;01.01.2003;;;1;
TPH20;;Tsentraalse veenikateetri paigaldamine v. subclavia või v. brachiocephalica kaudu;Insertion of central venous catheter through subclavian or brachiocephalic vein;;0;01.01.2003;;;1;
TPH90;;Fikseeritud intravenoosse kateetri eemaldamine;Removal of fixed intravenous catheter;;0;01.01.2018;;;1;
TPJ00;;Pindmise lümfisõlme biopsia;Biopsy of superficial lymph node;;0;01.01.2003;;;1;
TPJ05;;Lümfisõlme nõelbiopsia;Needle biopsy of lymph node;;0;01.01.2003;;;1;
TPW99;;Muu väike kirurgiline protseduur perifeersel veresoonel või lümfisüsteemil;Other minor surgical procedure on peripheral vessel or lymphatic system;;0;01.01.2003;;;1;
TPX00;;Arteri või veeni biopsia;Biopsy of artery or vein;;0;01.01.2003;;;1;
TPX10;;Vaskulaarse injektsioonipordi paigaldamine;Implantation of vascular injection port;;0;01.01.2003;;;1;
TPX15;;Vaskulaarse injektsioonipordi eemaldamine;Removal of vascular injection port;;0;01.01.2003;;;1;
TPX22;;Intravenoosne trombolüüs arteriaalse tromboosi korral;Intravenous arterial thrombolysis;;0;01.01.2018;;;1;
TQW10;;Põletushaava sideme vahetus;Exchange of bandage for burn;;0;01.01.2022;;;1;
TQW11;;Haava vaakumravi;Vacume treatment of wound;;0;01.01.2018;;;1;
TQW12;;Bioloogiline nekrektoomia;Biological debridement therapy;;0;01.01.2018;;;1;
TQW20;;Tätoveering;Tatoo;;0;01.01.2022;;;1;
TQW99;;Muu väike protseduur nahal;Other minor procedure on skin;;0;01.01.2003;;;1;
